Query 	 Document 	 Ranking 	 Relevant(YES/NO) 	 Precision 						 Recall
1		CACM-1410		1				YES				1.0                           0.2
1		CACM-1506		2				NO				0.5                           0.2
1		CACM-1519		3				NO				0.3333333333333333            0.2
1		CACM-1161		4				NO				0.25                          0.2
1		CACM-1179		5				NO				0.2                           0.2
1		CACM-2319		6				NO				0.16666666666666666           0.2
1		CACM-1647		7				NO				0.14285714285714285           0.2
1		CACM-1605		8				YES				0.25                          0.4
1		CACM-2380		9				NO				0.2222222222222222            0.4
1		CACM-1523		10				NO				0.2                           0.4
1		CACM-3127		11				NO				0.18181818181818182           0.4
1		CACM-2951		12				NO				0.16666666666666666           0.4
1		CACM-2379		13				NO				0.15384615384615385           0.4
1		CACM-2054		14				NO				0.14285714285714285           0.4
1		CACM-2946		15				NO				0.13333333333333333           0.4
1		CACM-1827		16				NO				0.125                         0.4
1		CACM-1464		17				NO				0.11764705882352941           0.4
1		CACM-1657		18				NO				0.1111111111111111            0.4
1		CACM-1225		19				NO				0.10526315789473684           0.4
1		CACM-2632		20				NO				0.1                           0.4
1		CACM-1938		21				NO				0.09523809523809523           0.4
1		CACM-1829		22				NO				0.09090909090909091           0.4
1		CACM-1642		23				NO				0.08695652173913043           0.4
1		CACM-1805		24				NO				0.08333333333333333           0.4
1		CACM-1544		25				NO				0.08                          0.4
1		CACM-1626		26				NO				0.07692307692307693           0.4
1		CACM-1698		27				NO				0.07407407407407407           0.4
1		CACM-2597		28				NO				0.07142857142857142           0.4
1		CACM-2003		29				NO				0.06896551724137931           0.4
1		CACM-1033		30				NO				0.06666666666666667           0.4
1		CACM-1591		31				NO				0.06451612903225806           0.4
1		CACM-3025		32				NO				0.0625                        0.4
1		CACM-2541		33				NO				0.06060606060606061           0.4
1		CACM-2624		34				NO				0.058823529411764705          0.4
1		CACM-2357		35				NO				0.05714285714285714           0.4
1		CACM-2740		36				NO				0.05555555555555555           0.4
1		CACM-0585		37				NO				0.05405405405405406           0.4
1		CACM-1264		38				NO				0.05263157894736842           0.4
1		CACM-1749		39				NO				0.05128205128205128           0.4
1		CACM-0971		40				NO				0.05                          0.4
1		CACM-0252		41				NO				0.04878048780487805           0.4
1		CACM-1680		42				NO				0.047619047619047616          0.4
1		CACM-2629		43				NO				0.046511627906976744          0.4
1		CACM-1844		44				NO				0.045454545454545456          0.4
1		CACM-0202		45				NO				0.044444444444444446          0.4
1		CACM-1304		46				NO				0.043478260869565216          0.4
1		CACM-1685		47				NO				0.0425531914893617            0.4
1		CACM-1462		48				NO				0.041666666666666664          0.4
1		CACM-2371		49				NO				0.04081632653061224           0.4
1		CACM-2424		50				NO				0.04                          0.4
1		CACM-3048		51				NO				0.0392156862745098            0.4
1		CACM-2358		52				YES				0.057692307692307696          0.6
1		CACM-2621		53				NO				0.05660377358490566           0.6
1		CACM-1168		54				NO				0.05555555555555555           0.6
1		CACM-1195		55				NO				0.05454545454545454           0.6
1		CACM-1750		56				NO				0.05357142857142857           0.6
1		CACM-0637		57				NO				0.05263157894736842           0.6
1		CACM-2372		58				NO				0.05172413793103448           0.6
1		CACM-1315		59				NO				0.05084745762711865           0.6
1		CACM-2535		60				NO				0.05                          0.6
1		CACM-2317		61				NO				0.04918032786885246           0.6
1		CACM-1173		62				NO				0.04838709677419355           0.6
1		CACM-2560		63				NO				0.047619047619047616          0.6
1		CACM-2375		64				NO				0.046875                      0.6
1		CACM-1753		65				NO				0.046153846153846156          0.6
1		CACM-2188		66				NO				0.045454545454545456          0.6
1		CACM-0698		67				NO				0.04477611940298507           0.6
1		CACM-2288		68				NO				0.04411764705882353           0.6
1		CACM-3069		69				NO				0.043478260869565216          0.6
