Query 	 Document 	 Ranking 	 Relevant(YES/NO) 	 Precision 						 Recall
1		CACM-1605		1				YES				1.0                           0.2
1		CACM-1410		2				YES				1.0                           0.4
1		CACM-1523		3				NO				0.6666666666666666            0.4
1		CACM-2379		4				NO				0.5                           0.4
1		CACM-2380		5				NO				0.4                           0.4
1		CACM-1519		6				NO				0.3333333333333333            0.4
1		CACM-2319		7				NO				0.2857142857142857            0.4
1		CACM-1506		8				NO				0.25                          0.4
1		CACM-1033		9				NO				0.2222222222222222            0.4
1		CACM-1544		10				NO				0.2                           0.4
1		CACM-1938		11				NO				0.18181818181818182           0.4
1		CACM-2632		12				NO				0.16666666666666666           0.4
1		CACM-2371		13				NO				0.15384615384615385           0.4
1		CACM-1591		14				NO				0.14285714285714285           0.4
1		CACM-1464		15				NO				0.13333333333333333           0.4
1		CACM-1749		16				NO				0.125                         0.4
1		CACM-0585		17				NO				0.11764705882352941           0.4
1		CACM-1264		18				NO				0.1111111111111111            0.4
1		CACM-1225		19				NO				0.10526315789473684           0.4
1		CACM-2054		20				NO				0.1                           0.4
1		CACM-2358		21				YES				0.14285714285714285           0.6
1		CACM-3127		22				NO				0.13636363636363635           0.6
1		CACM-1827		23				NO				0.13043478260869565           0.6
1		CACM-0637		24				NO				0.125                         0.6
1		CACM-1173		25				NO				0.12                          0.6
1		CACM-1161		26				NO				0.11538461538461539           0.6
1		CACM-1647		27				NO				0.1111111111111111            0.6
1		CACM-2946		28				NO				0.10714285714285714           0.6
1		CACM-2357		29				NO				0.10344827586206896           0.6
1		CACM-3025		30				NO				0.1                           0.6
1		CACM-1657		31				NO				0.0967741935483871            0.6
1		CACM-2947		32				NO				0.09375                       0.6
1		CACM-1226		33				NO				0.09090909090909091           0.6
1		CACM-2188		34				NO				0.08823529411764706           0.6
1		CACM-0971		35				NO				0.08571428571428572           0.6
1		CACM-2535		36				NO				0.08333333333333333           0.6
1		CACM-1885		37				NO				0.08108108108108109           0.6
1		CACM-2560		38				NO				0.07894736842105263           0.6
1		CACM-1304		39				NO				0.07692307692307693           0.6
1		CACM-1753		40				NO				0.075                         0.6
