Query 	 Document 	 Ranking 	 Relevant(YES/NO) 	 Precision 						 Recall
1		CACM-2685		1				NO				0.0                           0.0
1		CACM-2319		2				NO				0.0                           0.0
1		CACM-2796		3				NO				0.0                           0.0
1		CACM-1523		4				NO				0.0                           0.0
1		CACM-1069		5				NO				0.0                           0.0
1		CACM-2917		6				NO				0.0                           0.0
1		CACM-1304		7				NO				0.0                           0.0
1		CACM-2379		8				NO				0.0                           0.0
1		CACM-2380		9				NO				0.0                           0.0
1		CACM-2371		10				NO				0.0                           0.0
1		CACM-3068		11				NO				0.0                           0.0
1		CACM-1033		12				NO				0.0                           0.0
1		CACM-1735		13				NO				0.0                           0.0
1		CACM-1591		14				NO				0.0                           0.0
1		CACM-1657		15				NO				0.0                           0.0
1		CACM-1749		16				NO				0.0                           0.0
1		CACM-2629		17				NO				0.0                           0.0
1		CACM-1519		18				NO				0.0                           0.0
1		CACM-0414		19				NO				0.0                           0.0
1		CACM-0275		20				NO				0.0                           0.0
1		CACM-0594		21				NO				0.0                           0.0
1		CACM-0069		22				NO				0.0                           0.0
1		CACM-1440		23				NO				0.0                           0.0
1		CACM-0098		24				NO				0.0                           0.0
1		CACM-0827		25				NO				0.0                           0.0
1		CACM-0195		26				NO				0.0                           0.0
1		CACM-0294		27				NO				0.0                           0.0
1		CACM-2126		28				NO				0.0                           0.0
1		CACM-0050		29				NO				0.0                           0.0
1		CACM-0234		30				NO				0.0                           0.0
1		CACM-2357		31				NO				0.0                           0.0
1		CACM-1605		32				YES				0.03125                       0.2
1		CACM-0198		33				NO				0.030303030303030304          0.2
1		CACM-0656		34				NO				0.029411764705882353          0.2
1		CACM-2740		35				NO				0.02857142857142857           0.2
1		CACM-1247		36				NO				0.027777777777777776          0.2
1		CACM-1464		37				NO				0.02702702702702703           0.2
1		CACM-3127		38				NO				0.02631578947368421           0.2
1		CACM-2984		39				NO				0.02564102564102564           0.2
1		CACM-1755		40				NO				0.025                         0.2
1		CACM-0031		41				NO				0.024390243902439025          0.2
1		CACM-1938		42				NO				0.023809523809523808          0.2
1		CACM-1173		43				NO				0.023255813953488372          0.2
1		CACM-1544		44				NO				0.022727272727272728          0.2
1		CACM-0197		45				NO				0.022222222222222223          0.2
1		CACM-0079		46				NO				0.021739130434782608          0.2
1		CACM-0704		47				NO				0.02127659574468085           0.2
1		CACM-1226		48				NO				0.020833333333333332          0.2
1		CACM-2632		49				NO				0.02040816326530612           0.2
1		CACM-1168		50				NO				0.02                          0.2
1		CACM-2747		51				NO				0.0196078431372549            0.2
1		CACM-0002		52				NO				0.019230769230769232          0.2
1		CACM-1461		53				NO				0.018867924528301886          0.2
1		CACM-0067		54				NO				0.018518518518518517          0.2
1		CACM-2560		55				NO				0.01818181818181818           0.2
1		CACM-1264		56				NO				0.017857142857142856          0.2
1		CACM-1482		57				NO				0.017543859649122806          0.2
1		CACM-1161		58				NO				0.017241379310344827          0.2
1		CACM-2597		59				NO				0.01694915254237288           0.2
1		CACM-1410		60				YES				0.03333333333333333           0.4
1		CACM-1506		61				NO				0.03278688524590164           0.4
1		CACM-2621		62				NO				0.03225806451612903           0.4
1		CACM-2087		63				NO				0.031746031746031744          0.4
1		CACM-2607		64				NO				0.03125                       0.4
1		CACM-0061		65				NO				0.03076923076923077           0.4
1		CACM-0887		66				NO				0.030303030303030304          0.4
1		CACM-2950		67				NO				0.029850746268656716          0.4
1		CACM-0252		68				NO				0.029411764705882353          0.4
1		CACM-1444		69				NO				0.028985507246376812          0.4
1		CACM-1642		70				NO				0.02857142857142857           0.4
1		CACM-1295		71				NO				0.028169014084507043          0.4
1		CACM-0866		72				NO				0.027777777777777776          0.4
1		CACM-1107		73				NO				0.0273972602739726            0.4
1		CACM-0999		74				NO				0.02702702702702703           0.4
1		CACM-2955		75				NO				0.02666666666666667           0.4
1		CACM-3048		76				NO				0.02631578947368421           0.4
1		CACM-1753		77				NO				0.025974025974025976          0.4
1		CACM-0271		78				NO				0.02564102564102564           0.4
1		CACM-1626		79				NO				0.02531645569620253           0.4
1		CACM-2948		80				NO				0.025                         0.4
1		CACM-1698		81				NO				0.024691358024691357          0.4
1		CACM-1118		82				NO				0.024390243902439025          0.4
1		CACM-2557		83				NO				0.024096385542168676          0.4
1		CACM-0105		84				NO				0.023809523809523808          0.4
1		CACM-1310		85				NO				0.023529411764705882          0.4
1		CACM-1209		86				NO				0.023255813953488372          0.4
1		CACM-1956		87				NO				0.022988505747126436          0.4
1		CACM-0029		88				NO				0.022727272727272728          0.4
1		CACM-1472		89				NO				0.02247191011235955           0.4
1		CACM-0698		90				NO				0.022222222222222223          0.4
