Query 	 Document 	 Ranking 	 Relevant(YES/NO) 	 Precision 						 Recall
1		CACM-2685		1				NO				0.0                           0.0
1		CACM-2319		2				NO				0.0                           0.0
1		CACM-2796		3				NO				0.0                           0.0
1		CACM-1523		4				NO				0.0                           0.0
1		CACM-1069		5				NO				0.0                           0.0
1		CACM-2917		6				NO				0.0                           0.0
1		CACM-1304		7				NO				0.0                           0.0
1		CACM-2379		8				NO				0.0                           0.0
1		CACM-0053		9				NO				0.0                           0.0
1		CACM-2380		10				NO				0.0                           0.0
1		CACM-0211		11				NO				0.0                           0.0
1		CACM-2371		12				NO				0.0                           0.0
1		CACM-3068		13				NO				0.0                           0.0
1		CACM-1033		14				NO				0.0                           0.0
1		CACM-1735		15				NO				0.0                           0.0
1		CACM-1591		16				NO				0.0                           0.0
1		CACM-1657		17				NO				0.0                           0.0
1		CACM-1749		18				NO				0.0                           0.0
1		CACM-2629		19				NO				0.0                           0.0
1		CACM-1519		20				NO				0.0                           0.0
1		CACM-0414		21				NO				0.0                           0.0
1		CACM-0275		22				NO				0.0                           0.0
1		CACM-0594		23				NO				0.0                           0.0
1		CACM-0069		24				NO				0.0                           0.0
1		CACM-1440		25				NO				0.0                           0.0
1		CACM-0098		26				NO				0.0                           0.0
1		CACM-0827		27				NO				0.0                           0.0
1		CACM-0195		28				NO				0.0                           0.0
1		CACM-0294		29				NO				0.0                           0.0
1		CACM-2126		30				NO				0.0                           0.0
1		CACM-0050		31				NO				0.0                           0.0
1		CACM-0234		32				NO				0.0                           0.0
1		CACM-2357		33				NO				0.0                           0.0
1		CACM-1605		34				YES				0.029411764705882353          0.2
1		CACM-1753		35				NO				0.02857142857142857           0.2
1		CACM-0198		36				NO				0.027777777777777776          0.2
1		CACM-0656		37				NO				0.02702702702702703           0.2
1		CACM-2740		38				NO				0.02631578947368421           0.2
1		CACM-1247		39				NO				0.02564102564102564           0.2
1		CACM-1464		40				NO				0.025                         0.2
1		CACM-3127		41				NO				0.024390243902439025          0.2
1		CACM-2984		42				NO				0.023809523809523808          0.2
1		CACM-1755		43				NO				0.023255813953488372          0.2
1		CACM-0031		44				NO				0.022727272727272728          0.2
1		CACM-1938		45				NO				0.022222222222222223          0.2
1		CACM-1173		46				NO				0.021739130434782608          0.2
1		CACM-1544		47				NO				0.02127659574468085           0.2
1		CACM-0197		48				NO				0.020833333333333332          0.2
1		CACM-0079		49				NO				0.02040816326530612           0.2
1		CACM-0704		50				NO				0.02                          0.2
1		CACM-1226		51				NO				0.0196078431372549            0.2
1		CACM-2632		52				NO				0.019230769230769232          0.2
1		CACM-1168		53				NO				0.018867924528301886          0.2
1		CACM-2747		54				NO				0.018518518518518517          0.2
1		CACM-0002		55				NO				0.01818181818181818           0.2
1		CACM-1461		56				NO				0.017857142857142856          0.2
1		CACM-0067		57				NO				0.017543859649122806          0.2
1		CACM-2560		58				NO				0.017241379310344827          0.2
1		CACM-1264		59				NO				0.01694915254237288           0.2
1		CACM-1482		60				NO				0.016666666666666666          0.2
1		CACM-1161		61				NO				0.01639344262295082           0.2
1		CACM-2597		62				NO				0.016129032258064516          0.2
1		CACM-1410		63				YES				0.031746031746031744          0.4
1		CACM-1506		64				NO				0.03125                       0.4
1		CACM-2621		65				NO				0.03076923076923077           0.4
1		CACM-1750		66				NO				0.030303030303030304          0.4
1		CACM-2087		67				NO				0.029850746268656716          0.4
1		CACM-2607		68				NO				0.029411764705882353          0.4
1		CACM-0061		69				NO				0.028985507246376812          0.4
1		CACM-0887		70				NO				0.02857142857142857           0.4
1		CACM-2950		71				NO				0.028169014084507043          0.4
1		CACM-0252		72				NO				0.027777777777777776          0.4
1		CACM-1444		73				NO				0.0273972602739726            0.4
1		CACM-1642		74				NO				0.02702702702702703           0.4
1		CACM-1295		75				NO				0.02666666666666667           0.4
1		CACM-2358		76				YES				0.039473684210526314          0.6
1		CACM-0866		77				NO				0.03896103896103896           0.6
1		CACM-0999		78				NO				0.038461538461538464          0.6
1		CACM-1107		79				NO				0.0379746835443038            0.6
1		CACM-2955		80				NO				0.0375                        0.6
1		CACM-3048		81				NO				0.037037037037037035          0.6
1		CACM-0271		82				NO				0.036585365853658534          0.6
1		CACM-1626		83				NO				0.03614457831325301           0.6
1		CACM-2948		84				NO				0.03571428571428571           0.6
1		CACM-1698		85				NO				0.03529411764705882           0.6
1		CACM-1118		86				NO				0.03488372093023256           0.6
1		CACM-2557		87				NO				0.034482758620689655          0.6
1		CACM-0105		88				NO				0.03409090909090909           0.6
1		CACM-1209		89				NO				0.033707865168539325          0.6
1		CACM-1310		90				NO				0.03333333333333333           0.6
1		CACM-1956		91				NO				0.03296703296703297           0.6
